id,Gender,Country,Age,Income,Marital-Status,workclass,credit-score,Learning,Tenure,Balance,Products,Education,Occupation,Target
5616,Male,Canada,32.0,340000.0,Separated,Without-pay,3048.0,3.0,3.0,105713.0,2.0,Some-college,Exec-managerial,0
5617,Female,Australia,29.0,160000.0,Separated,Without-pay,2248.0,3.0,3.0,100000.0,2.0,Some-college,Craft-repair,0
5618,Female,Australia,50.0,50000.0,Never-married,Private,21956.0,4.0,4.0,102000.0,,HS-Grad,Prof-specialty,0
5619,Male,France,52.0,50000.0,Never-married,Self-emp-inc,7839.0,5.0,6.0,101200.0,,HS-Grad,Adm-clerical,0
5620,Male,Australia,37.0,180000.0,Never-married,Private,175287.0,4.0,4.0,108440.0,3.0,Bachelors,Craft-repair,0
5622,Male,Australia,26.0,110000.0,Separated,Private,49732.0,4.0,4.0,102300.0,,HS-Grad,Prof-specialty,0
5623,Female,Australia,27.0,180000.0,Separated,Self-emp-inc,17207.0,5.0,4.0,100000.0,3.0,HS-Grad,Adm-clerical,0
5624,Female,France,50.0,200000.0,Never-married,Without-pay,390.0,3.0,3.0,100390.0,2.0,Some-college,Exec-managerial,0
5625,Female,Australia,31.0,180000.0,Separated,Private,180754.0,4.0,4.0,103085.0,3.0,HS-Grad,Prof-specialty,0
5626,Female,Australia,53.0,50000.0,Never-married,Private,46940.0,4.0,4.0,102188.0,3.0,Some-college,Adm-clerical,1
5627,Female,Australia,33.0,90000.0,Separated,Self-emp-inc,61367.0,6.0,4.0,100000.0,3.0,Masters,Adm-clerical,1
5628,Female,Canada,29.0,360000.0,Separated,Daily-wages,0.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,1
5629,Male,France,26.0,70000.0,Separated,Private,64494.0,4.0,6.0,105916.0,3.0,HS-Grad,Prof-specialty,1
5630,Female,Canada,36.0,300000.0,Never-married,Without-pay,8385.0,3.0,2.0,100027.0,1.0,Bachelors,Craft-repair,0
5631,Male,Canada,38.0,230000.0,Never-married,Daily-wages,7904.0,2.0,2.0,100864.0,1.0,Bachelors,Craft-repair,0
5632,Female,Australia,26.0,200000.0,Never-married,Private,45487.0,4.0,4.0,102800.0,3.0,HS-Grad,Prof-specialty,0
5633,Male,Australia,44.0,480000.0,Never-married,Daily-wages,29112.0,2.0,2.0,143111.0,1.0,Bachelors,Craft-repair,0
5634,Female,France,31.0,50000.0,Never-married,Private,10184.0,4.0,4.0,102204.0,3.0,HS-Grad,Prof-specialty,0
5635,Female,France,54.0,260000.0,Never-married,Without-pay,9760.0,3.0,2.0,105484.0,1.0,Bachelors,Craft-repair,0
5636,Female,France,39.0,20000.0,Separated,Private,15969.0,4.0,4.0,101285.0,5.0,HS-Grad,Prof-specialty,1
5637,Female,Australia,48.0,140000.0,Never-married,Private,248822.0,4.0,4.0,110000.0,3.0,HS-Grad,Prof-specialty,0
5638,Female,Australia,39.0,180000.0,Never-married,Without-pay,2569.0,3.0,4.0,111662.0,2.0,HS-Grad,Prof-specialty,0
5639,Female,France,34.0,50000.0,Separated,Private,51037.0,4.0,4.0,102100.0,3.0,HS-Grad,Prof-specialty,0
5640,Female,France,53.0,100000.0,Never-married,Daily-wages,0.0,5.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
5641,Female,Australia,27.0,80000.0,Separated,Self-emp-inc,4073.0,5.0,6.0,100000.0,,Masters,Craft-repair,0
5642,Female,Australia,46.0,100000.0,Never-married,State-gov,5291.0,3.0,6.0,100000.0,3.0,HS-Grad,Exec-managerial,1
5643,Male,Canada,33.0,20000.0,Separated,Private,16339.0,6.0,4.0,105000.0,1.0,Bachelors,Craft-repair,1
5644,Female,Australia,23.0,110000.0,Separated,Private,1877.0,4.0,4.0,101000.0,3.0,Some-college,Prof-specialty,1
5645,Female,Australia,41.0,40000.0,Never-married,Private,21960.0,4.0,4.0,101176.0,3.0,HS-Grad,Prof-specialty,0
5646,Female,Canada,24.0,50000.0,Separated,Daily-wages,780.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
5647,Female,Canada,38.0,200000.0,Never-married,Without-pay,1779.0,3.0,6.0,101354.0,5.0,Masters,Exec-managerial,0
5648,Female,Australia,23.0,150000.0,Separated,Private,146480.0,4.0,4.0,106380.0,3.0,HS-Grad,Prof-specialty,1
5649,Male,Australia,26.0,280000.0,Separated,Daily-wages,2103.0,2.0,2.0,102781.0,1.0,Bachelors,Craft-repair,0
5650,Female,Canada,53.0,240000.0,Never-married,Daily-wages,0.0,2.0,3.0,100000.0,,Bachelors,Craft-repair,0
5651,Female,Australia,47.0,90000.0,Separated,Private,81902.0,4.0,4.0,103274.0,3.0,HS-Grad,Prof-specialty,0
5652,Male,Canada,33.0,210000.0,Separated,Without-pay,10635.0,3.0,3.0,110046.0,2.0,Some-college,Exec-managerial,0
5653,Female,Canada,29.0,360000.0,Separated,Private,148582.0,4.0,4.0,190044.0,3.0,HS-Grad,Prof-specialty,0
5654,Female,Canada,32.0,210000.0,Separated,Self-emp-inc,552.0,3.0,3.0,100000.0,2.0,Some-college,Exec-managerial,0
5655,Female,Canada,29.0,30000.0,Separated,Without-pay,2030.0,6.0,3.0,101533.0,2.0,Masters,Prof-specialty,0
5656,Female,Canada,25.0,20000.0,Separated,Private,17776.0,,4.0,101700.0,3.0,HS-Grad,Prof-specialty,0
5657,Male,Australia,44.0,260000.0,Never-married,Without-pay,11506.0,3.0,3.0,100975.0,2.0,Some-college,Craft-repair,0
5658,Male,Canada,27.0,400000.0,Separated,Private,3359.0,4.0,3.0,106034.0,2.0,HS-Grad,Exec-managerial,0
5659,Female,Canada,33.0,20000.0,Separated,Private,11391.0,4.0,7.0,105000.0,6.0,Masters,Adm-clerical,0
5660,Male,France,55.0,20000.0,Separated,Private,19978.0,4.0,4.0,101594.0,3.0,HS-Grad,Prof-specialty,1
5661,Male,Canada,51.0,360000.0,Never-married,Without-pay,38000.0,3.0,3.0,125000.0,1.0,Bachelors,Craft-repair,0
5662,Male,Australia,29.0,130000.0,Separated,Private,62530.0,4.0,4.0,102272.0,3.0,HS-Grad,Prof-specialty,0
5663,Female,France,53.0,300000.0,Married-civ-spouse,Daily-wages,0.0,2.0,2.0,100000.0,,Bachelors,Craft-repair,0
5664,Female,Canada,29.0,180000.0,Separated,Without-pay,15991.0,3.0,3.0,101473.0,2.0,Some-college,Exec-managerial,0
5665,Male,Canada,26.0,100000.0,Separated,Private,18999.0,,4.0,105129.0,3.0,HS-Grad,Prof-specialty,0
5666,Male,Canada,36.0,210000.0,Separated,Private,97826.0,4.0,4.0,105000.0,3.0,Some-college,Exec-managerial,0
5667,Female,Canada,26.0,140000.0,Separated,Private,13424.0,3.0,3.0,110000.0,2.0,Some-college,Exec-managerial,0
5668,Female,Australia,26.0,130000.0,Separated,Daily-wages,90833.0,2.0,3.0,102788.0,5.0,Some-college,Adm-clerical,0
5669,Female,Australia,47.0,130000.0,Never-married,Without-pay,2317.0,3.0,3.0,103000.0,2.0,Some-college,Craft-repair,1
5670,Female,Canada,29.0,200000.0,Separated,Private,194241.0,4.0,4.0,112000.0,3.0,HS-Grad,Prof-specialty,0
5671,Male,Australia,39.0,210000.0,Never-married,Without-pay,7128.0,3.0,2.0,103623.0,1.0,Bachelors,Craft-repair,0
5672,Female,Australia,45.0,80000.0,Never-married,Private,17613.0,4.0,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
5673,Male,France,43.0,260000.0,Separated,Private,154386.0,4.0,4.0,110000.0,3.0,HS-Grad,Prof-specialty,0
5674,Female,Canada,35.0,360000.0,Never-married,Without-pay,94657.0,2.0,4.0,145000.0,2.0,Some-college,Exec-managerial,1
5675,Female,Australia,50.0,90000.0,Never-married,Private,76025.0,4.0,3.0,110374.0,2.0,Some-college,Exec-managerial,0
5676,Female,France,40.0,440000.0,Never-married,Private,54408.0,4.0,4.0,105000.0,3.0,HS-Grad,Prof-specialty,0
5677,Male,Canada,40.0,280000.0,Never-married,Without-pay,5310.0,3.0,3.0,102196.0,2.0,Some-college,Exec-managerial,0
5678,Male,Australia,56.0,130000.0,Separated,Private,121165.0,4.0,4.0,104000.0,3.0,HS-Grad,Prof-specialty,0
5679,Female,Australia,29.0,260000.0,Never-married,Private,246509.0,4.0,4.0,107012.0,3.0,HS-Grad,Prof-specialty,0
5680,Female,Australia,26.0,100000.0,Separated,Self-emp-inc,6056.0,5.0,4.0,100000.0,3.0,Masters,Adm-clerical,1
5681,Female,France,43.0,20000.0,Never-married,Daily-wages,0.0,,2.0,100000.0,1.0,Bachelors,Craft-repair,1
5682,Female,Australia,43.0,200000.0,Separated,Daily-wages,10000.0,2.0,2.0,110000.0,1.0,Bachelors,Craft-repair,0
5683,Female,Canada,42.0,300000.0,Never-married,Daily-wages,-694.0,5.0,2.0,100000.0,,Some-college,Farming-fishing,0
5684,Female,Canada,27.0,360000.0,Never-married,Daily-wages,0.0,5.0,3.0,100000.0,2.0,HS-Grad,Prof-specialty,0
5685,Male,Australia,47.0,50000.0,Never-married,Private,11325.0,4.0,4.0,101504.0,3.0,HS-Grad,Prof-specialty,0
5686,Female,Australia,45.0,260000.0,Never-married,Private,113872.0,4.0,4.0,106302.0,3.0,HS-Grad,Prof-specialty,0
5687,Male,France,56.0,100000.0,Never-married,Without-pay,390.0,3.0,3.0,100390.0,2.0,Some-college,Craft-repair,1
5688,Female,Australia,35.0,30000.0,Never-married,Private,30471.0,4.0,4.0,101472.0,3.0,HS-Grad,Prof-specialty,0
5689,Male,Australia,40.0,80000.0,Separated,Private,81511.0,4.0,4.0,103200.0,2.0,Some-college,Exec-managerial,0
5690,Male,Australia,46.0,110000.0,Never-married,Private,44953.0,4.0,4.0,103087.0,3.0,Masters,Prof-specialty,1
5691,Male,France,53.0,400000.0,Never-married,Private,15090.0,4.0,4.0,104004.0,,Some-college,Prof-specialty,0
5692,Female,Canada,34.0,200000.0,Never-married,Private,6206.0,3.0,4.0,101120.0,2.0,HS-Grad,Exec-managerial,1
5693,Female,Canada,29.0,50000.0,Separated,Daily-wages,0.0,,2.0,100000.0,1.0,Bachelors,Craft-repair,0
5694,Female,Canada,27.0,160000.0,Separated,Private,96441.0,4.0,4.0,104406.0,3.0,HS-Grad,Prof-specialty,0
5695,Female,Australia,30.0,70000.0,Never-married,Self-emp-inc,42490.0,5.0,4.0,100017.0,3.0,HS-Grad,Prof-specialty,0
5696,Male,Canada,43.0,500000.0,Never-married,Daily-wages,0.0,5.0,2.0,100000.0,1.0,Some-college,Exec-managerial,0
5697,Female,Canada,31.0,230000.0,Separated,Daily-wages,49279.0,,2.0,104674.0,1.0,Bachelors,Craft-repair,0
5698,Female,Australia,25.0,90000.0,Separated,Self-emp-inc,91830.0,,4.0,100000.0,3.0,HS-Grad,Prof-specialty,0
5699,Male,France,34.0,50000.0,Separated,Self-emp-inc,33776.0,5.0,6.0,101900.0,5.0,Masters,Adm-clerical,1
5700,Male,Australia,35.0,30000.0,Separated,State-gov,25601.0,5.0,7.0,102000.0,5.0,HS-Grad,Prof-specialty,0
5701,Female,Canada,39.0,180000.0,Never-married,Without-pay,547.0,3.0,3.0,100547.0,,Some-college,Prof-specialty,0
5702,Female,Australia,46.0,400000.0,Never-married,Private,43405.0,4.0,4.0,115000.0,3.0,HS-Grad,Prof-specialty,0
5703,Male,Canada,22.0,60000.0,Separated,Private,57392.0,4.0,6.0,104400.0,3.0,HS-Grad,Prof-specialty,0
5704,Female,France,46.0,290000.0,Never-married,Without-pay,30365.0,3.0,3.0,132575.0,2.0,Some-college,Exec-managerial,0
5705,Male,France,43.0,200000.0,Separated,Self-emp-inc,2500.0,7.0,6.0,100000.0,5.0,Masters,Adm-clerical,1
5706,Male,Australia,41.0,140000.0,Separated,Private,92281.0,4.0,4.0,103551.0,3.0,HS-Grad,Prof-specialty,0
5707,Female,Canada,36.0,280000.0,Never-married,Private,17951.0,3.0,3.0,106094.0,2.0,Some-college,Exec-managerial,0
5708,Female,Canada,45.0,170000.0,Never-married,Private,165243.0,4.0,4.0,107067.0,3.0,HS-Grad,Prof-specialty,0
5709,Female,Canada,27.0,130000.0,Separated,Without-pay,0.0,5.0,4.0,101483.0,3.0,Some-college,Exec-managerial,0
5710,Female,Australia,38.0,150000.0,Never-married,Without-pay,5584.0,3.0,4.0,101106.0,3.0,Some-college,Exec-managerial,0
5711,Male,Canada,63.0,590000.0,Never-married,Private,630458.0,4.0,4.0,128000.0,2.0,HS-Grad,Prof-specialty,0
5712,Female,Canada,38.0,370000.0,Separated,Without-pay,929.0,3.0,3.0,100328.0,2.0,Some-college,Exec-managerial,0
5713,Female,Spain,23.0,80000.0,Never-married,Without-pay,5000.0,3.0,3.0,100000.0,3.0,HS-Grad,Prof-specialty,0
5714,Female,France,52.0,30000.0,Separated,Self-emp-inc,2450.0,6.0,11.0,100000.0,10.0,Preschool,Protective-serv,1
5715,Female,Canada,45.0,140000.0,Never-married,Without-pay,2300.0,3.0,3.0,100483.0,2.0,HS-Grad,Prof-specialty,0
5716,Male,Australia,26.0,50000.0,Separated,Without-pay,581.0,3.0,3.0,100581.0,2.0,Some-college,Exec-managerial,0
5717,Male,Canada,29.0,240000.0,Never-married,Without-pay,17882.0,3.0,3.0,100403.0,1.0,Some-college,Exec-managerial,0
5718,Male,Canada,22.0,10000.0,Separated,Without-pay,1483.0,4.0,3.0,100046.0,2.0,Some-college,Exec-managerial,0
5719,Female,Canada,23.0,40000.0,Separated,Self-emp-inc,19827.0,6.0,6.0,101500.0,3.0,HS-Grad,Prof-specialty,1
5720,Male,Canada,28.0,50000.0,Separated,Private,44619.0,4.0,4.0,102150.0,3.0,HS-Grad,Prof-specialty,0
5721,Male,Australia,25.0,20000.0,Separated,Self-emp-inc,20873.0,5.0,4.0,100004.0,3.0,Some-college,Prof-specialty,1
5722,Female,Australia,42.0,30000.0,Never-married,Self-emp-inc,4641.0,6.0,6.0,102521.0,3.0,HS-Grad,Adm-clerical,1
5723,Female,Spain,22.0,30000.0,Separated,Private,24979.0,,4.0,101859.0,,HS-Grad,Craft-repair,1
5724,Male,Australia,29.0,10000.0,Never-married,Private,2918.0,6.0,4.0,101500.0,5.0,Masters,Adm-clerical,0
5725,Female,Canada,31.0,630000.0,Never-married,Private,447263.0,4.0,4.0,120000.0,,HS-Grad,Prof-specialty,0
5726,Female,Canada,37.0,300000.0,Separated,Self-emp-inc,34085.0,5.0,4.0,100000.0,3.0,HS-Grad,Prof-specialty,0
5727,Female,France,34.0,80000.0,Never-married,Private,43321.0,4.0,6.0,105000.0,,Masters,Prof-specialty,1
5728,Female,Australia,24.0,90000.0,Never-married,Private,84148.0,4.0,4.0,105006.0,3.0,HS-Grad,Prof-specialty,0
5729,Female,Canada,28.0,280000.0,Separated,Self-emp-inc,5432.0,3.0,3.0,100000.0,2.0,Some-college,Adm-clerical,0
5730,Male,Australia,37.0,580000.0,Never-married,Private,110417.0,4.0,4.0,103757.0,3.0,Some-college,Exec-managerial,0
5731,Female,France,33.0,20000.0,Never-married,Private,2909.0,4.0,4.0,101224.0,3.0,HS-Grad,Prof-specialty,0
5732,Female,Australia,50.0,170000.0,Never-married,Private,177956.0,4.0,4.0,107262.0,,HS-Grad,Prof-specialty,0
5733,Male,Australia,35.0,180000.0,Never-married,Without-pay,1099.0,3.0,3.0,101099.0,2.0,Some-college,Exec-managerial,0
5734,Female,Canada,33.0,100000.0,Separated,Private,75374.0,,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
5735,Female,Australia,44.0,370000.0,Never-married,Daily-wages,0.0,2.0,2.0,101742.0,1.0,Bachelors,Craft-repair,0
5736,Male,France,42.0,10000.0,Divorced,Self-emp-inc,5674.0,5.0,4.0,100000.0,3.0,HS-Grad,Adm-clerical,1
5737,Male,Australia,47.0,80000.0,Never-married,Self-emp-inc,68250.0,6.0,6.0,106325.0,3.0,HS-Grad,Adm-clerical,1
5738,Female,Canada,26.0,210000.0,Separated,Without-pay,-12.0,5.0,6.0,100500.0,3.0,HS-Grad,Craft-repair,0
5739,Female,Australia,29.0,80000.0,Never-married,Self-emp-inc,72674.0,6.0,6.0,103300.0,5.0,Masters,Adm-clerical,0
5740,Male,Canada,27.0,130000.0,Separated,Without-pay,2881.0,3.0,3.0,100670.0,2.0,Some-college,Prof-specialty,0
5741,Female,France,40.0,80000.0,Never-married,Private,75768.0,,4.0,103500.0,3.0,HS-Grad,Prof-specialty,0
5742,Male,Canada,27.0,50000.0,Separated,Private,48215.0,4.0,6.0,104007.0,3.0,HS-Grad,Adm-clerical,0
5743,Female,France,45.0,20000.0,Never-married,Private,16392.0,4.0,4.0,102000.0,3.0,Some-college,Exec-managerial,0
5744,Female,Australia,41.0,110000.0,Never-married,Private,104133.0,4.0,4.0,104500.0,,HS-Grad,Prof-specialty,1
5745,Female,Canada,31.0,200000.0,Separated,Without-pay,1570.0,3.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
5746,Male,Australia,26.0,20000.0,Separated,Private,17961.0,4.0,4.0,101513.0,5.0,HS-Grad,Prof-specialty,0
5747,Female,France,33.0,200000.0,Separated,Without-pay,834.0,3.0,3.0,100165.0,3.0,Some-college,Exec-managerial,0
5748,Female,France,29.0,320000.0,Separated,Without-pay,500.0,,3.0,100500.0,1.0,Bachelors,Exec-managerial,0
5749,Female,Australia,37.0,150000.0,Never-married,Without-pay,0.0,2.0,3.0,101771.0,,Bachelors,Exec-managerial,0
5750,Male,Spain,30.0,50000.0,Never-married,Private,47311.0,4.0,4.0,102900.0,3.0,HS-Grad,Prof-specialty,0
5751,Male,France,30.0,200000.0,Separated,Private,24853.0,4.0,4.0,103158.0,3.0,HS-Grad,Prof-specialty,0
5752,Female,Australia,35.0,20000.0,Never-married,Private,15284.0,4.0,4.0,106230.0,,HS-Grad,Prof-specialty,0
5753,Female,Canada,36.0,350000.0,Never-married,Without-pay,326.0,3.0,3.0,100326.0,5.0,Some-college,Exec-managerial,0
5754,Female,Australia,52.0,500000.0,Never-married,Without-pay,7593.0,,3.0,108677.0,2.0,Some-college,Exec-managerial,0
5755,Male,Canada,38.0,60000.0,Never-married,Self-emp-inc,59310.0,6.0,6.0,102700.0,3.0,HS-Grad,Prof-specialty,0
5756,Female,Australia,22.0,10000.0,Separated,Without-pay,3646.0,3.0,6.0,104000.0,3.0,HS-Grad,Adm-clerical,0
5757,Female,Canada,22.0,20000.0,Separated,Private,16917.0,4.0,4.0,103500.0,3.0,HS-Grad,Prof-specialty,0
5758,Female,Australia,44.0,320000.0,Never-married,Daily-wages,0.0,5.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
5759,Female,Canada,27.0,290000.0,Separated,Self-emp-inc,236258.0,5.0,4.0,101500.0,3.0,HS-Grad,Adm-clerical,0
5760,Female,Australia,27.0,340000.0,Separated,Private,59322.0,4.0,4.0,120063.0,3.0,Some-college,Prof-specialty,0
5761,Female,Australia,29.0,230000.0,Separated,Private,33511.0,4.0,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
5762,Male,Australia,41.0,180000.0,Never-married,Without-pay,859.0,3.0,3.0,101811.0,,Some-college,Exec-managerial,1
5763,Female,Australia,35.0,250000.0,Never-married,Private,242971.0,4.0,4.0,108310.0,3.0,HS-Grad,Prof-specialty,0
5764,Male,France,40.0,90000.0,Divorced,Private,53256.0,4.0,4.0,101923.0,3.0,HS-Grad,Prof-specialty,1
5765,Male,Australia,57.0,50000.0,Never-married,Private,25551.0,4.0,6.0,102733.0,3.0,HS-Grad,Prof-specialty,1
5766,Male,France,56.0,40000.0,Never-married,Daily-wages,0.0,5.0,2.0,100000.0,1.0,Bachelors,Craft-repair,1
5767,Male,Australia,25.0,20000.0,Separated,Private,19770.0,,4.0,101465.0,3.0,HS-Grad,Prof-specialty,1
5768,Male,France,35.0,50000.0,Separated,Private,41646.0,4.0,4.0,104000.0,2.0,Some-college,Exec-managerial,0
5769,Female,Canada,51.0,250000.0,Never-married,Without-pay,0.0,5.0,3.0,100645.0,2.0,Some-college,Exec-managerial,0
5770,Male,Canada,61.0,90000.0,Never-married,Private,46441.0,4.0,4.0,101762.0,3.0,HS-Grad,Prof-specialty,0
5771,Female,Australia,24.0,240000.0,Separated,Private,50787.0,4.0,4.0,101601.0,3.0,HS-Grad,Exec-managerial,0
5772,Female,France,34.0,220000.0,Separated,Daily-wages,99518.0,2.0,2.0,100937.0,1.0,Some-college,Prof-specialty,0
5773,Male,Canada,27.0,300000.0,Separated,Daily-wages,0.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
5774,Female,France,52.0,150000.0,Separated,Private,139733.0,4.0,4.0,107000.0,3.0,HS-Grad,Prof-specialty,0
5775,Female,Australia,26.0,200000.0,Never-married,Private,47236.0,4.0,4.0,101800.0,3.0,HS-Grad,Prof-specialty,0
5776,Female,Canada,34.0,80000.0,Separated,Self-emp-inc,652.0,,3.0,100000.0,2.0,Some-college,Exec-managerial,1
5777,Male,Australia,33.0,50000.0,Separated,Self-emp-inc,51210.0,5.0,4.0,100000.0,3.0,HS-Grad,Prof-specialty,0
5778,Female,Australia,39.0,500000.0,Never-married,Daily-wages,1948.0,2.0,2.0,100599.0,1.0,Bachelors,Craft-repair,0
5779,Male,Australia,38.0,20000.0,Never-married,Private,18669.0,3.0,4.0,101326.0,3.0,HS-Grad,Prof-specialty,0
5780,Female,Australia,29.0,30000.0,Separated,Private,25167.0,4.0,4.0,101414.0,3.0,HS-Grad,Prof-specialty,0
5781,Male,Australia,50.0,10000.0,Never-married,Self-emp-inc,9415.0,6.0,6.0,101000.0,3.0,HS-Grad,Prof-specialty,0
5782,Female,Australia,37.0,140000.0,Never-married,Without-pay,316.0,3.0,3.0,100586.0,2.0,Masters,Exec-managerial,0
5783,Male,Australia,44.0,150000.0,Separated,Private,143650.0,4.0,2.0,100000.0,1.0,Some-college,Exec-managerial,0
5784,Female,Canada,39.0,210000.0,Separated,Without-pay,5119.0,3.0,3.0,120965.0,2.0,HS-Grad,Exec-managerial,0
5785,Male,Canada,29.0,130000.0,Separated,Daily-wages,0.0,5.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
5786,Male,Canada,38.0,340000.0,Separated,Private,86057.0,4.0,4.0,105000.0,2.0,Some-college,Exec-managerial,0
5787,Female,Canada,24.0,20000.0,Separated,Private,14273.0,,4.0,101183.0,3.0,HS-Grad,Prof-specialty,0
5788,Male,Australia,56.0,50000.0,Separated,Private,48025.0,4.0,4.0,101884.0,3.0,HS-Grad,Prof-specialty,0
5789,Male,Australia,42.0,60000.0,Separated,Self-emp-inc,60560.0,5.0,4.0,102065.0,3.0,HS-Grad,Prof-specialty,1
5790,Female,Australia,47.0,360000.0,Never-married,Private,93431.0,4.0,4.0,103389.0,3.0,HS-Grad,Prof-specialty,0
5791,Female,Australia,30.0,50000.0,Never-married,Private,31079.0,4.0,4.0,102280.0,5.0,HS-Grad,Exec-managerial,0
5792,Male,Canada,36.0,380000.0,Never-married,Without-pay,28057.0,3.0,3.0,114412.0,2.0,Some-college,Exec-managerial,0
5793,Male,France,32.0,420000.0,Separated,Without-pay,41104.0,3.0,4.0,106887.0,2.0,Some-college,Craft-repair,0
5794,Female,Canada,27.0,130000.0,Never-married,Without-pay,3363.0,3.0,3.0,108319.0,2.0,Some-college,Exec-managerial,0
5795,Female,Australia,28.0,230000.0,Separated,Private,29500.0,4.0,4.0,104800.0,3.0,HS-Grad,Exec-managerial,0
5796,Female,Canada,27.0,30000.0,Separated,Private,23575.0,6.0,4.0,101400.0,3.0,HS-Grad,Prof-specialty,0
5797,Male,Australia,33.0,370000.0,Never-married,Daily-wages,0.0,5.0,2.0,100000.0,2.0,Masters,Adm-clerical,0
5798,Female,Canada,30.0,440000.0,Separated,Without-pay,777.0,3.0,3.0,100612.0,3.0,HS-Grad,Prof-specialty,0
5799,Male,Australia,24.0,50000.0,Separated,Private,48846.0,3.0,4.0,101904.0,3.0,Masters,Prof-specialty,0
5800,Female,Australia,27.0,160000.0,Divorced,Private,11442.0,4.0,3.0,101000.0,3.0,HS-Grad,Prof-specialty,0
5801,Male,France,28.0,230000.0,Separated,Without-pay,152966.0,,3.0,165722.0,,Some-college,Prof-specialty,0
5802,Female,Australia,33.0,70000.0,Separated,Without-pay,9286.0,4.0,4.0,102748.0,3.0,HS-Grad,Prof-specialty,0
5803,Female,Australia,22.0,30000.0,Separated,Self-emp-inc,27201.0,6.0,6.0,104000.0,3.0,HS-Grad,Prof-specialty,1
5804,Female,Australia,33.0,120000.0,Separated,Daily-wages,0.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
5805,Female,Australia,40.0,140000.0,Never-married,Private,98221.0,4.0,4.0,103600.0,3.0,HS-Grad,Prof-specialty,0
5806,Male,Australia,23.0,30000.0,Separated,Private,27044.0,4.0,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
5807,Female,Canada,34.0,50000.0,Separated,Daily-wages,0.0,5.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
5808,Female,Canada,27.0,280000.0,Separated,Without-pay,6585.0,3.0,3.0,104308.0,2.0,Some-college,Exec-managerial,0
5809,Female,France,41.0,260000.0,Never-married,Without-pay,2472.0,4.0,3.0,108160.0,3.0,HS-Grad,Prof-specialty,1
5810,Female,Canada,35.0,320000.0,Separated,Private,227927.0,4.0,4.0,110000.0,3.0,HS-Grad,Prof-specialty,0
5811,Female,Australia,56.0,210000.0,Never-married,Daily-wages,-325.0,5.0,2.0,100000.0,1.0,Bachelors,Exec-managerial,0
5812,Female,Canada,26.0,310000.0,Separated,Private,11683.0,4.0,6.0,103000.0,5.0,Some-college,Adm-clerical,0
5813,Male,Australia,34.0,30000.0,Separated,Private,29302.0,4.0,4.0,101530.0,3.0,HS-Grad,Prof-specialty,0
5814,Male,Australia,42.0,20000.0,Never-married,Private,14310.0,4.0,4.0,101600.0,3.0,Masters,Adm-clerical,1
5815,Female,Australia,33.0,340000.0,Never-married,Without-pay,1632.0,2.0,4.0,102027.0,2.0,HS-Grad,Prof-specialty,0
5816,Female,France,36.0,130000.0,Separated,Private,127544.0,4.0,4.0,105963.0,3.0,HS-Grad,Prof-specialty,0
5817,Male,Canada,38.0,170000.0,Never-married,Daily-wages,0.0,5.0,2.0,100000.0,1.0,Bachelors,Craft-repair,1
5818,Male,Australia,33.0,290000.0,Never-married,Private,190547.0,4.0,4.0,107158.0,3.0,HS-Grad,Prof-specialty,0
5819,Male,Australia,31.0,160000.0,Separated,Private,24645.0,4.0,4.0,101420.0,3.0,HS-Grad,Prof-specialty,0
5820,Female,Australia,25.0,130000.0,Separated,Self-emp-inc,11446.0,5.0,6.0,101600.0,5.0,Masters,Prof-specialty,0
5821,Male,Australia,33.0,50000.0,Never-married,Private,50431.0,,4.0,101823.0,3.0,HS-Grad,Prof-specialty,0
5822,Male,Australia,40.0,50000.0,Never-married,Private,42511.0,4.0,6.0,105000.0,5.0,Masters,Adm-clerical,1
5823,Female,Canada,42.0,100000.0,Never-married,Self-emp-inc,46195.0,6.0,6.0,102000.0,5.0,Masters,Adm-clerical,1
5824,Female,Australia,43.0,270000.0,Never-married,Without-pay,94125.0,3.0,3.0,101326.0,2.0,Some-college,Exec-managerial,0
5825,Male,France,30.0,230000.0,Separated,Daily-wages,0.0,5.0,2.0,100000.0,1.0,Bachelors,Craft-repair,1
5826,Male,France,53.0,230000.0,Never-married,Without-pay,2150.0,3.0,3.0,109413.0,2.0,Some-college,Exec-managerial,0
5827,Female,Canada,35.0,100000.0,Never-married,Private,57612.0,4.0,4.0,102134.0,3.0,HS-Grad,Prof-specialty,0
5828,Female,France,33.0,200000.0,Separated,Daily-wages,0.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
